customerID,gender,SeniorCitizen,Partner,Dependents,tenure,tenure_band,Contract,PaymentMethod,InternetService,n_addon_services,MonthlyCharges,charge_tier,TotalCharges,Churn,churn_flag
3315-TOTBP,Male,false,false,false,15,13-24m,Month-to-month,Mailed check,Fiber optic,0,76.0,$70-90,1130.85,true,1
8050-XGRVL,Female,false,true,true,62,49-72m,One year,Credit card (automatic),DSL,2,54.75,$35-70,3425.35,false,0
6661-HBGWL,Female,true,false,false,42,25-48m,Month-to-month,Bank transfer (automatic),Fiber optic,4,104.75,$90+,4323.45,true,1
1518-VOWAV,Female,false,false,false,9,07-12m,Month-to-month,Electronic check,DSL,4,74.65,$70-90,703.55,true,1
9828-QHFBK,Male,false,false,false,24,13-24m,Month-to-month,Electronic check,DSL,1,51.15,$35-70,1275.7,false,0
3908-MKIMJ,Male,true,true,false,68,49-72m,Two year,Electronic check,DSL,3,41.95,$35-70,2965.75,false,0
5012-YSPJJ,Male,false,true,true,31,25-48m,Month-to-month,Mailed check,DSL,2,54.35,$35-70,1647.0,false,0
5909-ECHUI,Female,false,false,false,1,00-06m,Month-to-month,Electronic check,DSL,1,56.25,$35-70,56.25,true,1
1309-BXVOQ,Male,false,true,false,21,13-24m,Month-to-month,Electronic check,Fiber optic,4,106.1,$90+,2249.95,true,1
6728-VOIFY,Female,false,true,false,63,49-72m,One year,Electronic check,Fiber optic,3,96.0,$90+,6109.75,false,0
9317-WZPGV,Female,true,false,false,2,00-06m,Month-to-month,Bank transfer (automatic),Fiber optic,1,79.75,$70-90,159.4,true,1
4891-NLUBA,Female,false,true,true,61,49-72m,Two year,Bank transfer (automatic),DSL,5,61.45,$35-70,3751.15,false,0
2856-HYAPG,Female,false,false,false,1,00-06m,Month-to-month,Electronic check,Fiber optic,0,68.65,$35-70,68.65,true,1
8969-PRHFK,Male,false,false,false,18,13-24m,One year,Mailed check,No,0,19.65,<$35,411.25,false,0
0661-KQHNK,Female,false,true,true,6,00-06m,One year,Credit card (automatic),No,0,19.0,<$35,105.5,false,0
8709-KRDVL,Female,false,false,false,33,25-48m,Month-to-month,Electronic check,Fiber optic,3,100.0,$90+,3320.6,false,0
4488-PSYCG,Male,false,false,false,16,13-24m,Month-to-month,Bank transfer (automatic),No,0,20.25,<$35,327.45,true,1
1427-VERSM,Female,false,true,false,56,49-72m,Month-to-month,Electronic check,Fiber optic,4,98.7,$90+,5669.5,false,0
9801-NOSHQ,Male,false,false,true,23,13-24m,One year,Mailed check,No,0,19.8,<$35,465.45,false,0
6339-YPSAH,Male,false,false,false,9,07-12m,Month-to-month,Electronic check,Fiber optic,1,73.8,$70-90,704.3,false,0
3621-CEOVK,Female,true,true,false,14,13-24m,Month-to-month,Electronic check,Fiber optic,3,100.2,$90+,1369.8,true,1
6906-ANDWJ,Male,false,true,true,15,13-24m,Month-to-month,Bank transfer (automatic),Fiber optic,0,74.9,$70-90,1107.25,true,1
2159-TURXX,Male,false,false,false,5,00-06m,Month-to-month,Credit card (automatic),No,0,20.05,<$35,95.55,false,0
1548-FEHVL,Male,false,true,false,61,49-72m,Month-to-month,Electronic check,Fiber optic,4,106.2,$90+,6375.2,false,0
3795-CAWEX,Male,false,true,true,70,49-72m,Two year,Credit card (automatic),Fiber optic,6,116.55,$90+,8152.3,false,0
6215-NQCPY,Male,false,false,false,15,13-24m,Month-to-month,Electronic check,Fiber optic,3,99.7,$90+,1566.75,false,0
5647-URDKA,Male,false,true,true,8,07-12m,Two year,Mailed check,No,0,19.7,<$35,130.25,false,0
2229-DPMBI,Female,false,true,true,8,07-12m,Two year,Mailed check,No,0,19.5,<$35,162.15,false,0
9626-WEQRM,Female,false,false,false,4,00-06m,Month-to-month,Mailed check,DSL,1,29.15,<$35,110.05,false,0
2188-SXWVT,Female,false,false,false,34,25-48m,One year,Mailed check,DSL,2,55.0,$35-70,1885.15,false,0
6258-PVZWJ,Male,false,true,false,68,49-72m,Two year,Credit card (automatic),DSL,6,90.8,$90+,6302.85,false,0
1094-BKOSX,Female,false,true,true,45,25-48m,One year,Bank transfer (automatic),DSL,4,51.0,$35-70,2264.5,false,0
6969-MVBAI,Female,true,false,false,9,07-12m,Month-to-month,Electronic check,Fiber optic,2,90.1,$90+,816.8,false,0
2978-XXSOG,Female,false,false,false,22,13-24m,Month-to-month,Mailed check,DSL,2,59.05,$35-70,1253.5,false,0
2342-CKIAO,Female,false,false,false,2,00-06m,Month-to-month,Mailed check,No,0,20.3,<$35,41.2,false,0
6953-PBDIN,Male,false,true,false,70,49-72m,Two year,Bank transfer (automatic),DSL,4,72.95,$70-90,5265.55,false,0
3898-BSJYF,Female,false,false,true,10,07-12m,One year,Credit card (automatic),DSL,4,73.55,$70-90,693.3,false,0
3938-YFPXD,Male,false,false,false,72,49-72m,Two year,Credit card (automatic),DSL,5,84.3,$70-90,5997.1,false,0
7696-AMHOD,Female,false,true,true,49,49-72m,One year,Credit card (automatic),DSL,4,78.0,$70-90,3824.2,false,0
2453-SAFNS,Female,true,false,false,54,49-72m,One year,Mailed check,DSL,3,72.1,$70-90,3886.05,false,0
9558-IHEZX,Female,false,false,false,71,49-72m,Two year,Credit card (automatic),Fiber optic,5,106.75,$90+,7283.25,false,0
9617-UDPEU,Female,false,false,false,22,13-24m,One year,Mailed check,No,0,19.25,<$35,412.55,false,0
6340-DACFT,Female,false,true,true,50,49-72m,Two year,Credit card (automatic),No,0,20.55,<$35,1070.25,false,0
4955-VCWBI,Female,false,true,true,43,25-48m,One year,Mailed check,No,0,20.0,<$35,817.95,false,0
6813-GZQCG,Female,false,true,true,45,25-48m,Two year,Credit card (automatic),No,0,24.65,<$35,1171.3,false,0
7426-GSWPO,Male,true,false,false,64,49-72m,Month-to-month,Bank transfer (automatic),Fiber optic,4,103.5,$90+,6548.65,false,0
3389-KTRXV,Female,false,true,true,23,13-24m,Two year,Mailed check,No,0,23.85,<$35,625.65,false,0
3118-UHVVQ,Female,false,true,false,68,49-72m,Two year,Credit card (automatic),No,0,25.8,<$35,1911.5,false,0
1031-IIDEO,Female,false,false,false,1,00-06m,Month-to-month,Electronic check,Fiber optic,0,70.85,$70-90,70.85,true,1
5832-XKAES,Male,false,false,false,2,00-06m,Month-to-month,Credit card (automatic),Fiber optic,0,69.8,$35-70,134.7,true,1
3205-MXZRA,Male,false,false,false,26,25-48m,One year,Credit card (automatic),DSL,2,59.45,$35-70,1507.0,false,0
4701-AHWMW,Male,false,true,false,55,49-72m,Month-to-month,Bank transfer (automatic),DSL,4,54.55,$35-70,2978.3,true,1
8317-BVKSO,Male,false,false,false,14,13-24m,Month-to-month,Electronic check,No,0,20.05,<$35,299.3,false,0
5702-KVQRD,Male,false,true,false,71,49-72m,Two year,Electronic check,DSL,5,82.55,$70-90,5832.65,false,0
0083-PIVIK,Male,false,false,false,64,49-72m,One year,Electronic check,DSL,5,81.25,$70-90,5567.55,false,0
9210-IAHGH,Female,false,false,false,7,07-12m,Month-to-month,Credit card (automatic),DSL,3,70.75,$70-90,450.8,true,1
6169-PGNCD,Female,false,false,false,57,49-72m,Two year,Credit card (automatic),DSL,5,74.3,$70-90,4166.35,false,0
0023-XUOPT,Female,false,true,false,13,13-24m,Month-to-month,Electronic check,Fiber optic,3,94.1,$90+,1215.6,true,1
4592-IWTJI,Female,false,true,true,3,00-06m,Month-to-month,Credit card (automatic),DSL,1,29.7,<$35,91.7,true,1
4909-JOUPP,Male,true,true,false,72,49-72m,Two year,Credit card (automatic),Fiber optic,5,109.7,$90+,7898.45,false,0
4657-FWVFY,Female,false,true,true,40,25-48m,Month-to-month,Credit card (automatic),Fiber optic,3,96.35,$90+,3915.4,false,0
2257-BOVXD,Male,false,true,false,14,13-24m,Month-to-month,Credit card (automatic),DSL,2,66.6,$35-70,979.5,false,0
7729-JTEEC,Male,false,true,true,2,00-06m,Month-to-month,Electronic check,DSL,0,44.5,$35-70,90.05,false,0
7632-MNYOY,Male,true,false,false,66,49-72m,One year,Credit card (automatic),Fiber optic,5,110.9,$90+,7432.05,true,1
6518-LGAOV,Female,false,true,false,38,25-48m,Month-to-month,Electronic check,Fiber optic,4,105.0,$90+,4026.4,true,1
7242-QZLXF,Male,false,false,true,1,00-06m,Month-to-month,Electronic check,DSL,0,25.3,<$35,25.3,true,1
4576-CSAJH,Male,false,false,false,22,13-24m,One year,Credit card (automatic),DSL,2,55.15,$35-70,1193.05,true,1
1000-AJSLD,Male,false,false,false,1,00-06m,Month-to-month,Mailed check,No,0,20.1,<$35,20.1,true,1
9696-RMYBA,Male,false,false,false,5,00-06m,Month-to-month,Mailed check,Fiber optic,1,80.1,$70-90,398.55,false,0
8690-UPCZI,Male,false,true,true,29,25-48m,One year,Bank transfer (automatic),DSL,3,69.05,$35-70,1958.45,false,0
1062-LHZOD,Male,false,true,true,1,00-06m,Month-to-month,Mailed check,Fiber optic,0,69.9,$35-70,69.9,true,1
9770-LXDBK,Female,false,false,false,3,00-06m,Month-to-month,Mailed check,No,0,20.4,<$35,63.15,false,0
4086-WITJG,Male,false,true,true,71,49-72m,Two year,Credit card (automatic),No,0,19.7,<$35,1301.1,false,0
8344-WFMFH,Male,false,false,true,9,07-12m,Month-to-month,Electronic check,DSL,1,50.1,$35-70,484.05,false,0
9600-NAXZN,Male,false,false,false,43,25-48m,Month-to-month,Electronic check,Fiber optic,3,101.4,$90+,4528.0,true,1
8822-KNBHV,Female,false,false,false,48,25-48m,One year,Credit card (automatic),DSL,5,83.45,$70-90,3887.85,false,0
8404-FYDIB,Male,false,false,false,26,25-48m,Month-to-month,Credit card (automatic),Fiber optic,2,86.65,$70-90,2208.75,false,0
2791-SFVEW,Female,false,false,false,9,07-12m,Month-to-month,Bank transfer (automatic),No,0,20.15,<$35,238.15,false,0
6457-USBER,Male,false,false,false,1,00-06m,Month-to-month,Electronic check,Fiber optic,1,80.8,$70-90,80.8,true,1
6762-NSODU,Female,false,true,true,46,25-48m,Two year,Credit card (automatic),No,0,19.4,<$35,958.15,false,0
4662-EKDPQ,Male,false,false,false,2,00-06m,Month-to-month,Bank transfer (automatic),DSL,1,62.05,$35-70,118.3,true,1
9248-OJYKK,Male,true,false,false,1,00-06m,Month-to-month,Electronic check,Fiber optic,0,76.45,$70-90,76.45,true,1
9888-ZCUMM,Male,false,true,true,64,49-72m,Two year,Bank transfer (automatic),DSL,5,60.05,$35-70,3845.45,false,0
3398-FSHON,Female,true,false,false,12,07-12m,Month-to-month,Electronic check,Fiber optic,2,91.3,$90+,1094.5,true,1
3319-DWOEP,Male,true,true,false,6,00-06m,Month-to-month,Electronic check,Fiber optic,3,95.75,$90+,573.75,true,1
1074-WVEVG,Female,false,true,false,59,49-72m,One year,Mailed check,No,0,20.35,<$35,1267.0,false,0
9979-RGMZT,Female,false,false,false,7,07-12m,One year,Mailed check,Fiber optic,3,94.05,$90+,633.45,false,0
6437-UDQJM,Female,true,true,false,72,49-72m,Two year,Credit card (automatic),DSL,5,84.1,$70-90,6129.65,false,0
1226-IENZN,Male,true,false,false,16,13-24m,Month-to-month,Electronic check,Fiber optic,1,78.75,$70-90,1218.25,false,0
2108-GLPQB,Male,false,true,false,25,25-48m,Month-to-month,Credit card (automatic),DSL,1,55.55,$35-70,1405.3,false,0
9259-PACGQ,Female,false,true,false,34,25-48m,Month-to-month,Electronic check,DSL,3,62.65,$35-70,2274.9,true,1
4415-IJZTP,Female,false,false,false,1,00-06m,Month-to-month,Electronic check,Fiber optic,0,74.5,$70-90,74.5,true,1
1465-VINDH,Female,false,true,true,10,07-12m,Month-to-month,Credit card (automatic),Fiber optic,4,102.1,$90+,1068.85,true,1
5474-LAMUQ,Male,false,true,false,24,13-24m,One year,Mailed check,No,0,20.1,<$35,533.9,false,0
3468-DRVQJ,Female,false,true,true,10,07-12m,One year,Electronic check,DSL,3,70.3,$70-90,676.15,false,0
1122-YJBCS,Male,false,true,false,69,49-72m,One year,Credit card (automatic),DSL,2,53.65,$35-70,3804.4,false,0
4990-ALDGW,Male,false,false,false,57,49-72m,Two year,Mailed check,No,0,20.75,<$35,1118.8,false,0
4816-OKWNX,Male,false,true,true,50,49-72m,One year,Bank transfer (automatic),Fiber optic,5,103.4,$90+,5236.4,false,0
3315-IKYZQ,Male,false,true,true,28,25-48m,One year,Mailed check,DSL,4,50.8,$35-70,1386.8,false,0
2810-FTLEM,Female,false,false,false,16,13-24m,Month-to-month,Electronic check,DSL,1,50.15,$35-70,762.25,true,1
4747-LCAQL,Male,false,false,false,25,25-48m,Month-to-month,Mailed check,DSL,5,79.0,$70-90,1902.0,false,0
3411-WLRSQ,Female,true,true,false,3,00-06m,Month-to-month,Bank transfer (automatic),Fiber optic,1,74.6,$70-90,239.05,false,0
0898-XCGTF,Male,false,true,false,61,49-72m,One year,Bank transfer (automatic),Fiber optic,2,96.5,$90+,5673.7,false,0
8006-PYCSW,Female,false,false,false,2,00-06m,Month-to-month,Mailed check,No,0,20.1,<$35,39.8,false,0
8249-THVEC,Male,false,true,true,51,49-72m,One year,Mailed check,No,0,19.4,<$35,997.75,false,0
8722-PRFDV,Female,false,true,true,71,49-72m,Two year,Credit card (automatic),DSL,4,77.55,$70-90,5574.35,false,0
2164-SOQXL,Female,false,true,true,20,13-24m,Month-to-month,Mailed check,No,0,20.05,<$35,406.05,false,0
4020-KIUDI,Male,false,true,true,6,00-06m,Month-to-month,Credit card (automatic),No,0,19.85,<$35,138.85,false,0
5850-BDWCY,Female,false,false,false,6,00-06m,Month-to-month,Mailed check,No,0,20.2,<$35,123.65,false,0
2038-YSEZE,Female,false,false,false,29,25-48m,Month-to-month,Mailed check,DSL,3,67.45,$35-70,1801.1,false,0
0827-ITJPH,Male,false,false,false,36,25-48m,Two year,Credit card (automatic),No,0,18.55,<$35,689.0,false,0
8799-OXZMD,Female,false,false,false,28,25-48m,Month-to-month,Mailed check,DSL,1,29.75,<$35,790.7,false,0
1925-TIBLE,Female,false,true,false,7,07-12m,Month-to-month,Electronic check,Fiber optic,1,86.5,$70-90,582.5,true,1
1705-GUHPV,Female,false,false,false,63,49-72m,Two year,Mailed check,No,0,24.2,<$35,1618.2,false,0
4779-ZGICK,Male,false,true,true,48,25-48m,Two year,Mailed check,No,0,23.55,<$35,1173.35,false,0
0048-PIHNL,Female,false,true,false,49,49-72m,One year,Bank transfer (automatic),No,0,20.45,<$35,900.9,false,0
0818-OCPZO,Male,true,false,false,27,25-48m,Month-to-month,Electronic check,Fiber optic,1,81.45,$70-90,2122.05,true,1
3967-KXAPS,Male,false,true,false,72,49-72m,Two year,Credit card (automatic),DSL,6,92.3,$90+,6719.9,false,0
1447-GIQMR,Male,false,true,false,1,00-06m,Month-to-month,Electronic check,Fiber optic,0,69.15,$35-70,69.15,true,1
3704-IEAXF,Female,false,true,true,72,49-72m,Two year,Credit card (automatic),DSL,4,53.65,$35-70,3784.0,false,0
6810-VCAEX,Female,false,false,false,47,25-48m,One year,Credit card (automatic),DSL,3,39.65,$35-70,1798.65,false,0
0674-EYYZV,Female,false,false,false,1,00-06m,Month-to-month,Electronic check,DSL,1,54.65,$35-70,54.65,false,0
4480-MBMLB,Female,false,false,false,36,25-48m,One year,Bank transfer (automatic),Fiber optic,4,104.8,$90+,3886.45,false,0
1395-OFUWC,Male,false,true,true,43,25-48m,Month-to-month,Credit card (automatic),DSL,1,29.3,<$35,1224.05,false,0
0822-QGCXA,Female,true,true,false,27,25-48m,Month-to-month,Electronic check,DSL,5,83.85,$70-90,2310.2,false,0
0872-NXJYS,Female,false,false,false,9,07-12m,Month-to-month,Electronic check,Fiber optic,1,79.55,$70-90,723.4,true,1
2832-KJCRD,Female,false,false,false,38,25-48m,Month-to-month,Electronic check,Fiber optic,4,103.65,$90+,3988.5,false,0
3588-WSTTJ,Female,true,false,false,35,25-48m,Month-to-month,Electronic check,Fiber optic,3,99.05,$90+,3554.6,false,0
4075-WKNIU,Female,false,true,true,0,00-06m,Two year,Mailed check,DSL,4,73.35,$70-90,0.0,false,0
5090-EMGTC,Female,false,true,false,59,49-72m,Two year,Mailed check,Fiber optic,4,100.05,$90+,6034.85,false,0
2346-CZYIL,Male,false,false,false,27,25-48m,Two year,Credit card (automatic),No,0,20.35,<$35,531.6,false,0
3798-EPWRR,Female,true,false,false,2,00-06m,Month-to-month,Electronic check,DSL,0,43.95,$35-70,85.1,false,0
6258-NGCNG,Male,false,false,false,7,07-12m,Month-to-month,Mailed check,No,0,23.5,<$35,173.0,false,0
4186-ZBUEW,Female,false,false,false,36,25-48m,One year,Mailed check,DSL,3,70.7,$70-90,2511.95,false,0
5274-XHAKY,Female,false,true,true,41,25-48m,Month-to-month,Bank transfer (automatic),Fiber optic,3,94.3,$90+,3893.6,false,0
1442-BQPVU,Female,false,false,false,13,13-24m,Month-to-month,Electronic check,DSL,1,29.15,<$35,357.15,false,0
3978-YNKDD,Male,false,false,true,19,13-24m,Two year,Credit card (automatic),No,0,20.85,<$35,467.5,false,0
4940-KHCWD,Female,false,true,false,60,49-72m,Two year,Bank transfer (automatic),DSL,3,37.7,$35-70,2288.7,false,0
9412-ARGBX,Female,false,false,true,48,25-48m,Two year,Mailed check,Fiber optic,4,95.5,$90+,4627.85,true,1
1389-CXMLU,Male,true,false,false,3,00-06m,Month-to-month,Electronic check,Fiber optic,2,91.05,$90+,289.1,true,1
9589-ABEPT,Male,false,true,false,69,49-72m,Two year,Mailed check,Fiber optic,3,92.45,$90+,6460.55,false,0
9388-ZEYVT,Male,false,false,false,43,25-48m,One year,Electronic check,DSL,3,44.15,$35-70,1931.3,false,0
0305-SQECB,Female,false,false,true,11,07-12m,One year,Mailed check,DSL,2,36.05,$35-70,402.6,false,0
7605-SNLQG,Female,false,true,false,45,25-48m,Month-to-month,Credit card (automatic),DSL,1,50.25,$35-70,2221.55,false,0
4670-TABXH,Male,false,true,false,72,49-72m,Two year,Credit card (automatic),Fiber optic,5,109.75,$90+,7758.9,false,0
5561-NWEVX,Female,true,true,false,2,00-06m,Month-to-month,Electronic check,Fiber optic,1,79.2,$70-90,172.85,true,1
0064-SUDOG,Female,false,true,true,12,07-12m,Two year,Bank transfer (automatic),No,0,20.3,<$35,224.5,false,0
8561-NMTBD,Female,false,true,true,67,49-72m,One year,Credit card (automatic),Fiber optic,5,112.35,$90+,7388.45,false,0
5161-XEUVX,Male,false,true,false,37,25-48m,Two year,Mailed check,Fiber optic,3,94.3,$90+,3460.95,false,0
8292-FRFZQ,Female,false,false,false,39,25-48m,One year,Bank transfer (automatic),DSL,3,41.15,$35-70,1700.9,false,0
8591-NXRCV,Female,false,false,false,41,25-48m,Month-to-month,Bank transfer (automatic),DSL,4,74.65,$70-90,3090.65,false,0
7895-VONWT,Female,false,false,false,25,25-48m,Month-to-month,Electronic check,DSL,3,48.25,$35-70,1293.8,false,0
4526-RMTLL,Male,false,true,true,8,07-12m,Two year,Credit card (automatic),DSL,4,76.15,$70-90,645.8,false,0
6253-GNHWH,Female,false,true,true,71,49-72m,Two year,Mailed check,DSL,4,71.1,$70-90,5224.95,false,0
4566-NECEV,Male,false,false,false,5,00-06m,Month-to-month,Electronic check,Fiber optic,3,96.55,$90+,500.1,false,0
8080-POTJR,Female,false,false,false,30,25-48m,One year,Credit card (automatic),DSL,4,79.3,$70-90,2427.1,false,0
6906-MPARY,Male,false,false,false,40,25-48m,One year,Credit card (automatic),Fiber optic,3,89.6,$70-90,3488.15,false,0
3662-FXJFO,Female,false,false,false,54,49-72m,Two year,Mailed check,No,0,20.5,<$35,1035.7,false,0
8107-RZLNV,Male,false,true,false,72,49-72m,Two year,Bank transfer (automatic),Fiber optic,4,106.3,$90+,7565.35,false,0
0516-OOHAR,Male,false,true,true,28,25-48m,One year,Bank transfer (automatic),Fiber optic,4,100.35,$90+,2799.0,false,0
2027-CWDNU,Male,false,true,true,18,13-24m,Month-to-month,Electronic check,Fiber optic,2,85.6,$70-90,1601.5,false,0
2737-WFVYW,Female,false,false,false,2,00-06m,Month-to-month,Electronic check,DSL,2,45.25,$35-70,85.5,true,1
9912-OMZDS,Female,false,true,true,59,49-72m,One year,Electronic check,Fiber optic,4,106.15,$90+,6256.2,false,0
3733-ZEECP,Male,false,true,true,22,13-24m,Month-to-month,Electronic check,DSL,1,51.1,$35-70,1232.9,false,0
7878-RTCZG,Female,false,false,false,1,00-06m,Month-to-month,Mailed check,No,0,19.9,<$35,19.9,false,0
2452-MRMZF,Female,true,true,false,72,49-72m,Two year,Credit card (automatic),No,0,25.7,<$35,1937.4,false,0
2272-QAGFO,Female,true,false,false,14,13-24m,Month-to-month,Electronic check,Fiber optic,0,74.3,$70-90,1096.25,true,1
7103-IPXPJ,Male,false,true,false,50,49-72m,One year,Electronic check,Fiber optic,3,99.4,$90+,5059.75,false,0
4342-HFXWS,Female,false,true,true,48,25-48m,One year,Bank transfer (automatic),DSL,4,69.7,$35-70,3023.65,false,0
3545-CNWRG,Female,false,true,true,49,49-72m,Month-to-month,Electronic check,Fiber optic,3,98.35,$90+,4889.2,false,0
1785-BPHTP,Male,false,true,true,28,25-48m,Month-to-month,Electronic check,Fiber optic,2,85.45,$70-90,2289.9,false,0
4989-LIXVT,Male,true,false,false,68,49-72m,Month-to-month,Electronic check,Fiber optic,3,95.9,$90+,6503.2,false,0
7315-WYOAW,Male,false,false,false,13,13-24m,Month-to-month,Electronic check,Fiber optic,3,100.75,$90+,1313.25,false,0
1173-XZPYF,Female,false,false,false,11,07-12m,Month-to-month,Electronic check,Fiber optic,2,89.2,$70-90,990.3,false,0
9850-OWRHQ,Female,false,true,false,3,00-06m,Month-to-month,Credit card (automatic),Fiber optic,0,74.1,$70-90,228.0,true,1
3768-NLUBH,Male,true,true,false,57,49-72m,Month-to-month,Electronic check,Fiber optic,3,100.6,$90+,5746.15,true,1
8676-TRMJS,Male,false,false,false,3,00-06m,Month-to-month,Mailed check,Fiber optic,0,75.0,$70-90,209.1,true,1
2509-TFPJU,Male,false,true,false,72,49-72m,Two year,Credit card (automatic),No,0,25.75,<$35,1864.2,false,0
9530-GRMJG,Male,false,true,true,70,49-72m,Two year,Electronic check,DSL,5,84.1,$70-90,5979.7,false,0
6898-RBTLU,Female,false,true,true,49,49-72m,Two year,Bank transfer (automatic),DSL,4,79.3,$70-90,3902.45,false,0
5481-NTDOH,Female,true,true,false,67,49-72m,One year,Credit card (automatic),Fiber optic,4,107.05,$90+,7142.5,false,0
2068-WWXQZ,Male,false,false,false,46,25-48m,Two year,Bank transfer (automatic),No,0,20.05,<$35,902.0,false,0
7359-SSBJK,Female,true,false,false,64,49-72m,Two year,Credit card (automatic),DSL,4,70.2,$70-90,4481.0,true,1
2061-VVFST,Female,false,true,false,37,25-48m,Month-to-month,Bank transfer (automatic),No,0,19.5,<$35,805.2,false,0
0685-MLYYM,Female,true,false,false,2,00-06m,Month-to-month,Electronic check,Fiber optic,0,70.75,$70-90,154.85,true,1
0749-IRGQE,Female,true,true,false,13,13-24m,Month-to-month,Electronic check,DSL,2,45.3,$35-70,528.45,false,0
2380-DAMQP,Female,false,true,false,72,49-72m,Two year,Electronic check,Fiber optic,6,115.15,$90+,8349.7,false,0
2256-YLYLP,Male,false,true,true,68,49-72m,Two year,Bank transfer (automatic),DSL,4,72.95,$70-90,4953.25,false,0
1272-ILHFG,Male,false,true,true,15,13-24m,One year,Mailed check,No,0,19.65,<$35,332.65,false,0
0164-XAIRP,Female,false,false,false,24,13-24m,Two year,Bank transfer (automatic),No,0,19.55,<$35,470.2,false,0
5666-CYCYZ,Female,false,false,false,24,13-24m,Month-to-month,Electronic check,Fiber optic,2,89.55,$70-90,2259.35,false,0
4011-ARPHK,Male,false,false,false,27,25-48m,Month-to-month,Mailed check,DSL,1,50.35,$35-70,1411.35,false,0
8182-PNAGI,Male,false,false,false,12,07-12m,Month-to-month,Bank transfer (automatic),DSL,1,50.25,$35-70,593.75,true,1
6365-HITVU,Female,false,true,true,71,49-72m,Two year,Credit card (automatic),DSL,6,87.25,$70-90,6328.7,false,0
7558-IMLMT,Male,false,true,true,67,49-72m,Two year,Mailed check,No,0,20.8,<$35,1411.9,false,0
9488-FYQAU,Female,false,true,false,63,49-72m,Two year,Bank transfer (automatic),Fiber optic,5,109.25,$90+,6841.4,false,0
3590-TCXTB,Male,false,false,false,1,00-06m,Month-to-month,Mailed check,No,0,20.35,<$35,20.35,false,0
6994-KERXL,Male,false,false,false,4,00-06m,Month-to-month,Electronic check,DSL,1,55.9,$35-70,238.5,false,0
7957-RYHQD,Female,true,false,false,40,25-48m,Month-to-month,Credit card (automatic),Fiber optic,2,79.2,$70-90,3233.85,true,1
2180-DXNEG,Female,false,false,false,12,07-12m,Month-to-month,Electronic check,Fiber optic,3,96.0,$90+,1062.1,true,1
1960-UOTYM,Male,false,true,true,52,49-72m,Two year,Electronic check,DSL,5,79.2,$70-90,4016.3,false,0
2740-JFBOK,Male,false,false,false,10,07-12m,Month-to-month,Electronic check,No,0,24.0,<$35,226.55,false,0
6500-JVEGC,Male,false,false,false,68,49-72m,One year,Bank transfer (automatic),Fiber optic,4,101.35,$90+,7110.75,false,0
5515-AKOAJ,Female,false,false,false,54,49-72m,Month-to-month,Electronic check,Fiber optic,3,100.1,$90+,5440.9,true,1
8976-OQHGT,Female,false,true,true,4,00-06m,Month-to-month,Mailed check,DSL,2,56.5,$35-70,235.1,true,1
5245-VDBUR,Female,false,true,false,52,49-72m,One year,Mailed check,DSL,2,35.45,$35-70,1958.95,false,0
6230-BSUXY,Female,true,false,false,1,00-06m,Month-to-month,Electronic check,Fiber optic,2,85.0,$70-90,85.0,true,1
8469-SNFFH,Male,false,true,false,70,49-72m,One year,Bank transfer (automatic),DSL,5,79.4,$70-90,5528.9,false,0
2144-ESWKO,Male,false,false,false,43,25-48m,One year,Credit card (automatic),DSL,2,35.2,$35-70,1463.7,false,0
1241-FPMOF,Male,false,false,false,52,49-72m,Two year,Mailed check,No,0,19.65,<$35,1025.05,false,0
9928-BZVLZ,Female,false,false,false,12,07-12m,Two year,Mailed check,DSL,4,49.85,$35-70,552.1,false,0
4114-QMKVN,Female,false,true,true,56,49-72m,One year,Bank transfer (automatic),DSL,3,68.75,$35-70,3815.4,false,0
2775-SEFEE,Male,false,false,true,0,00-06m,Two year,Bank transfer (automatic),DSL,3,61.9,$35-70,0.0,false,0
9003-CPATH,Male,false,false,false,42,25-48m,Month-to-month,Electronic check,Fiber optic,1,79.9,$70-90,3313.4,false,0
1754-GKYPY,Male,true,true,false,22,13-24m,Month-to-month,Bank transfer (automatic),Fiber optic,2,89.75,$70-90,1938.9,false,0
5294-CDGWY,Male,false,true,true,51,49-72m,One year,Electronic check,DSL,5,59.3,$35-70,3014.65,true,1
7956-XQWGU,Male,false,false,false,27,25-48m,Month-to-month,Credit card (automatic),No,0,19.4,<$35,460.25,false,0
1591-MQJTP,Male,true,true,false,51,49-72m,One year,Bank transfer (automatic),Fiber optic,3,93.65,$90+,4839.15,false,0
5295-PCJOO,Male,false,false,true,4,00-06m,Month-to-month,Electronic check,DSL,1,49.4,$35-70,184.4,true,1
2369-FEVNO,Male,false,false,false,1,00-06m,Month-to-month,Mailed check,No,0,19.9,<$35,19.9,false,0
9863-JZAIC,Male,false,false,false,35,25-48m,Month-to-month,Mailed check,DSL,1,55.0,$35-70,2010.55,true,1
7471-MQPOS,Male,true,true,true,71,49-72m,One year,Bank transfer (automatic),DSL,4,72.9,$70-90,5139.65,false,0
7660-HDPJV,Female,false,false,false,1,00-06m,Month-to-month,Electronic check,Fiber optic,0,69.2,$35-70,69.2,true,1
5115-SQAAU,Female,false,true,true,69,49-72m,Two year,Bank transfer (automatic),No,0,25.6,<$35,1673.4,false,0
9845-QOMAD,Male,false,true,true,14,13-24m,One year,Mailed check,No,0,19.75,<$35,309.35,false,0
